#Distpc,HIP#,HD#,Vmag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,SpT,Ref_SpT,BCv,Mbol,logL,target lists,Habex#,HIP#,L-A,L-B,Hab,SR1,SR3,#lists,logR'HK,RefR'HK,vsini,RefVsini,Msun,SpT,HIP#,Teff,HD#,notes,Teff,eTeff,ref_Teff,BCv,log(g),elog(g),ref_logg,[Fe/H],e[Fe/H],ref_FeH,Rsun,Solar Twin?,"sigRV(AF,vsini)",N(<6500K),N(vsini),N(F7-K9),"N(Teff,vsini)",#lists,Sample,HIP#,HD#,NEID,HIP,solRad,_RAJ2000,_DEJ2000
8.231,HIP 113576,HD_217357,7.88,1.379,0.018,121.4918,0.0507,GaiaDR2,8.30,Sun-like,K7+V_k,2006AJ....132..161G,-0.95,7.35,-1.045,L-B,,HIP 113576,0,1,0,0,0,1,-4.643,Gray06,2.7,Glebocki05,0.62,K7+V_k,HIP 113576,1,HD_217357,active,3763,118,2005ApJ...626..446R,,4.73,0.01,2007ApJS..168..297T,-0.08,0.07,2019A&A...627A.138A,0.706,0,0.00,1,2,1,4,1,WANT,HIP 113576,HD_217357,0,HIP 113576,0.56263876,345.06717,-22.524347
3.522,HIP 91768,HD_173739,8.94,1.504,0.008,283.9489,0.0624,GaiaDR2,11.21,M dwarf,M3V,1991ApJS...77..417K,-1.98,9.23,-1.794,"L-A,L-B",,HIP 91768,1,1,0,0,0,2,-5.270,BoroSaikia18,8.1,Glebocki05,0.36,M3V,HIP 91768,1,HD_173739,Mdwarf,3407,15,2012ApJ...757..112B,,4.90,NA,NA,0.00,0.00,NA,0.364,0,0.00,1,1,0,2,2,WANT(M),HIP 91768,HD_173739,0,HIP 91768,0.35252103,280.69452,59.630398
4.965,HIP 106440,HD_204961,8.66,1.521,0.099,201.4073,0.0429,GaiaDR2,10.18,M dwarf,M2V,2014MNRAS.443.2561G,-1.67,8.51,-1.508,"L-A,L-B,SR3",,HIP 106440,1,1,0,0,1,3,-5.100,Tinney02,,,0.44,M2V,HIP 106440,0,HD_204961,Mdwarf,3400,NA,NA,,5.00,NA,NA,0.00,0.00,NA,0.508,0,0.00,2,1,0,3,3,WANT(M),HIP 106440,HD_204961,0,HIP 106440,0.34734428,323.39157,-49.009007
6.868,HIP 113296,HD_216899,8.68,1.507,0.015,145.6107,0.0388,GaiaDR2,9.50,M dwarf,M1.5V,2002AJ....123.2002H,-1.58,7.92,-1.270,L-A,,HIP 113296,1,0,0,0,0,1,-4.642,BoroSaikia18,0.4,Glebocki05,0.47,M1.5V,HIP 113296,0,HD_216899,Mdwarf,3805,51,2019A&A...625A..68S,,4.69,0.07,2019A&A...625A..68S,0.12,0.16,2019A&A...625A..68S,0.533,0,0.00,1,2,0,3,1,WANT(M),HIP 113296,HD_216899,0,HIP 113296,0.51295907,344.14502,16.553432
5.912,HIP 94761,HD_180617,9.12,1.464,0.005,169.159,0.052,GaiaDR2,10.26,M dwarf,M3V,1991ApJS...77..417K,-1.98,8.28,-1.417,"L-A,L-B",,HIP 94761,1,1,0,0,0,2,-4.801,BoroSaikia18,0.8,Glebocki05,0.36,M3V,HIP 94761,0,HD_180617,Mdwarf,3534,51,2019A&A...625A..68S,,4.90,0.07,2019A&A...625A..68S,-0.04,0.16,2019A&A...625A..68S,0.522,0,0.00,1,2,0,3,2,WANT(M),HIP 94761,HD_180617,0,HIP 94761,0.35252103,289.23022,5.168904
13.619,HIP 79537,HD_145417,7.53,0.815,0.006,73.4265,0.0374,GaiaDR2,6.86,Sun-like,K3V_Fe-1.7,2006AJ....132..161G,-0.37,6.49,-0.700,L-A,,HIP 79537,1,0,0,0,0,1,-5.179,BoroSaikia18,3.6,Glebocki05,0.75,K3V_Fe-1.7,HIP 79537,1,HD_145417,quiet,5006,53,2011A&A...526A..99S,,4.82,0.12,2011A&A...526A..99S,-1.23,0.04,2011A&A...526A..99S,0.594,0,0.00,1,2,1,4,1,WANT,HIP 79537,HD_145417,0,HIP 79537,0.55791027,243.45233,-57.57051
4.550,HIP 86162,LHS_450,9.15,1.505,0.013,219.7807,0.0324,GaiaDR2,10.86,M dwarf,M3V,2002AJ....123.2002H,-1.98,8.88,-1.656,"L-A,L-B",,HIP 86162,1,1,0,0,0,2,-5.048,BoroSaikia18,0.0,Glebocki05,0.36,M3V,HIP 86162,1,LHS_450,Mdwarf,3340,20,2005MNRAS.356..963W,,4.82,0.03,2005MNRAS.356..963W,0.15,0.09,2005MNRAS.356..963W,0.444,0,0.00,1,2,0,3,2,WANT(M),HIP 86162,LHS_450,0,HIP 86162,0.38653158,264.1079,68.33914
18.301,HIP 49699,HD_87883,7.56,0.965,0.013,54.6421,0.0369,GaiaDR2,6.25,Sun-like,K2.5V,2003AJ....126.2048G,-0.315,5.93,-0.477,SR3,,HIP 49699,0,0,0,0,1,1,-4.999,Gray03,5.5,Glebocki05,0.76,K2.5V,HIP 49699,1,HD_87883,quiet,4958,44,2005ApJS..159..141V,,4.56,0.06,2005ApJS..159..141V,0.07,0.03,2005ApJS..159..141V,0.783,0,0.00,1,1,1,3,1,WANT,HIP 49699,HD_87883,0,HIP 49699,0.75760117,152.17975,34.24226
3.523,HIP 91772,HD_173740,9.70,1.561,0.005,283.8624,0.1065,GaiaDR2,11.97,M dwarf,M3.5V,1991ApJS...77..417K,-2.34,9.63,-1.954,L-A,,HIP 91772,1,0,0,0,0,1,-5.146,BoroSaikia18,4.4,Glebocki05,0.26,M3.5V,HIP 91772,1,HD_173740,Mdwarf,3170,71,1998ApJ...498..851V,,4.77,0.14,1998ApJ...498..851V,-0.92,0.07,1998ApJ...498..851V,0.349,0,0.00,1,2,0,3,1,WANT(M),HIP 91772,HD_173740,0,HIP 91772,0.34795292,280.69543,59.626846
7.041,HIP 103096,HD_199305,8.55,1.483,0.012,142.0341,0.0305,GaiaDR2,9.31,M dwarf,M0V,2002AJ....123.2002H,-1.18,8.13,-1.357,"L-A,L-B",,HIP 103096,1,1,0,0,0,2,-4.637,BoroSaikia18,17.1,Glebocki05,0.55,M0V,HIP 103096,1,HD_199305,Mdwarf,3843,51,2019A&A...625A..68S,,4.71,0.07,2019A&A...625A..68S,0.04,0.16,2019A&A...625A..68S,0.473,0,0.00,1,0,0,1,2,NO,HIP 103096,HD_199305,0,HIP 103096,0.54226946,313.33246,62.154392
1.301,HIP 70890,Proxima,11.01,1.807,0.020,768.5004,0.203,GaiaDR2,15.44,M dwarf,M5.5V,2002AJ....123.2002H,-3.63,11.81,-2.827,"L-A,L-B",,HIP 70890,1,1,0,0,0,2,-4.297,BoroSaikia18,3.2,Torres06,0.12,M5.5V,HIP 70890,1,Proxima,Mdwarf,3054,79,2012ApJ...757..112B,,5.00,NA,NA,0.00,0.00,NA,0.138,0,0.00,1,2,0,3,2,WANT(M),HIP 70890,Proxima,0,HIP 70890,0.18139463,217.42896,-62.679485
4.901,HIP 54211,LHS_38,8.82,1.491,0.002,204.0592,0.1687,GaiaDR2,10.37,M dwarf,M1V,2002AJ....123.2002H,-1.44,8.93,-1.676,L-A,,HIP 54211,1,0,0,0,0,1,-5.226,BoroSaikia18,1.6,Glebocki05,0.49,M1V,HIP 54211,0,LHS_38,Mdwarf,3639,51,2019A&A...625A..68S,,4.92,0.07,2019A&A...625A..68S,-0.30,0.16,2019A&A...625A..68S,0.366,0,0.00,1,2,0,3,1,WANT(M),HIP 54211,LHS_38,0,HIP 54211,0.40191278,166.36908,43.526775
8.899,HIP 111802,HD_214479,9.06,1.466,0.005,112.3669,0.0834,GaiaDR2,9.31,M dwarf,M2V,2014AJ....147...26D,-1.67,7.64,-1.161,L-A,,HIP 111802,1,0,0,0,0,1,-4.112,BoroSaikia18,7.0,Glebocki05,0.44,M2V,HIP 111802,0,HD_214479,Mdwarf,3551,92,2018AJ....155..180M,,4.80,NA,NA,0.00,0.00,NA,0.694,0,0.00,1,1,0,2,1,WANT(M),HIP 111802,HD_214479,0,HIP 111802,0.43728044,339.6899,-20.621134
5.905,HIP 117473,LHS_550,8.98,1.460,0.017,169.3585,0.0595,GaiaDR2,10.12,M dwarf,M1.5V,2013AJ....145..102L,-1.58,8.54,-1.522,"L-A,L-B",,HIP 117473,1,1,0,0,0,2,-5.137,BoroSaikia18,4.8,Glebocki05,0.47,M1.5V,HIP 117473,0,LHS_550,Mdwarf,3653,51,2019A&A...625A..68S,,4.84,0.07,2019A&A...625A..68S,-0.13,0.16,2019A&A...625A..68S,0.433,0,0.00,1,2,0,3,2,WANT(M),HIP 117473,LHS_550,0,HIP 117473,0.43160122,357.3022,2.4012232
3.918,HIP 24186,HD_33793,8.86,1.543,0.020,255.26,0.86,HIP1,10.89,M dwarf,M1VIp,1989ApJS...71..245K,-1.44,9.45,-1.886,"L-A,L-B",,HIP 24186,1,1,0,0,0,2,OK?,,5.4,Glebocki05,0.49,M1VIp,HIP 24186,1,HD_33793,Mdwarf,3570,160,2005MNRAS.356..963W,,4.96,0.13,2005MNRAS.356..963W,-0.99,0.04,2005MNRAS.356..963W,0.298,0,0.00,1,1,0,2,2,WANT(M),HIP 24186,HD_33793,0,HIP 24186,0.38382375,77.91909,-45.018414
5.917,HIP 76074,LHS_397,9.31,1.524,0.026,169.0074,0.058,GaiaDR2,10.45,M dwarf,M2.5V,1995AJ....110.1838R,-1.85,8.60,-1.544,"L-A,L-B",,HIP 76074,1,1,0,0,0,2,-4.984,BoroSaikia18,0.8,Houdebine17,0.40,M2.5V,HIP 76074,0,LHS_397,Mdwarf,3491,86,2018AJ....155..180M,,5.00,NA,NA,0.00,0.00,NA,0.462,0,0.00,1,2,0,3,2,WANT(M),HIP 76074,LHS_397,0,HIP 76074,0.33117978,233.05388,-41.275585
3.803,HIP 36208,Luyten's,9.84,1.573,0.043,262.98,1.39,HIP2,11.94,M dwarf,M3.5V,1991ApJS...77..417K,-2.34,9.60,-1.944,L-A,,HIP 36208,1,0,0,0,0,1,OK?,,3.4,Glebocki05,0.26,M3.5V,HIP 36208,0,Luyten's,Mdwarf,3365,51,2019A&A...625A..68S,,5.01,0.07,2019A&A...625A..68S,0.02,0.16,2019A&A...625A..68S,0.314,0,0.00,1,2,0,3,1,WANT(M),HIP 36208,Luyten's,0,HIP 36208,0.26394921,111.85208,5.2257853
4.550,HIP 85523,LHS_449,9.38,1.553,0.017,219.8012,0.0487,GaiaDR2,11.09,M dwarf,M2.5V,1995AJ....110.1838R,-1.85,9.24,-1.800,"L-A,L-B",,HIP 85523,1,1,0,0,0,2,-4.758,BoroSaikia18,0.9,Houdebine17,0.40,M2.5V,HIP 85523,0,LHS_449,Mdwarf,3444,86,2018AJ....155..180M,,5.00,NA,NA,0.00,0.00,NA,0.354,0,0.00,1,2,0,3,2,WANT(M),HIP 85523,LHS_449,0,HIP 85523,0.33117978,262.16644,-46.89519
4.676,HIP 113020,GJ_876_A,10.16,1.597,0.035,213.8669,0.0758,GaiaDR2,11.81,M dwarf,M3.5V,2002AJ....123.2002H,-2.34,9.47,-1.892,L-A,,HIP 113020,1,0,0,0,0,1,-5.000,BoroSaikia18,2.8,Glebocki05,0.26,M3.5V,HIP 113020,1,GJ_876_A,Mdwarf,3377,51,2019A&A...625A..68S,,4.99,0.07,2019A&A...625A..68S,0.07,0.16,2019A&A...625A..68S,0.331,0,0.00,1,2,0,3,1,WANT(M),HIP 113020,GJ_876_A,0,HIP 113020,0.27009752,343.31973,-14.263701
7.728,HIP 88574,HD_165222,9.37,1.508,0.014,129.3922,0.0613,GaiaDR2,9.93,M dwarf,M1V,1995AJ....110.1838R,-1.44,8.49,-1.500,L-A,,HIP 88574,1,0,0,0,0,1,-4.881,BoroSaikia18,0.8,Glebocki05,0.49,M1V,HIP 88574,1,HD_165222,Mdwarf,3663,51,2019A&A...625A..68S,,4.86,0.07,2019A&A...625A..68S,-0.20,0.16,2019A&A...625A..68S,0.442,0,0.00,1,2,0,3,1,WANT(M),HIP 88574,HD_165222,0,HIP 88574,0.43065728,271.2816,-3.0313194
7.033,HIP 51317,Ross_446,9.65,1.507,0.014,142.1885,0.0499,GaiaDR2,10.41,M dwarf,M2V,2002AJ....123.2002H,-1.67,8.74,-1.602,L-A,,HIP 51317,1,0,0,0,0,1,-4.870,BoroSaikia18,0.1,Glebocki05,0.44,M2V,HIP 51317,1,Ross_446,Mdwarf,3579,51,2019A&A...625A..68S,,4.88,0.07,2019A&A...625A..68S,-0.09,0.16,2019A&A...625A..68S,0.411,0,0.00,1,2,0,3,1,WANT(M),HIP 51317,Ross_446,0,HIP 51317,0.39880454,157.23146,0.8409996
2.975,HIP 92403,Ross_154,10.37,1.510,0.510,336.1228,0.0641,GaiaDR2,13.00,M dwarf,M3.5V,2002AJ....123.2002H,-2.34,10.66,-2.369,"L-A,Hab",141,HIP 92403,1,0,2,0,0,3,-4.394,BoroSaikia18,3.0,Reiners18,0.26,M3.5V,HIP 92403,0,Ross_154,Mdwarf,3293,51,2019A&A...625A..68S,,5.12,0.07,2019A&A...625A..68S,-0.25,0.16,2019A&A...625A..68S,0.201,0,0.00,1,2,0,3,3,WANT(M),HIP 92403,Ross_154,0,HIP 92403,0.23255225,282.4557,-23.836233
4.306,HIP 80824,Wolf_1061,10.10,1.604,0.035,232.2095,0.063,GaiaDR2,11.93,M dwarf,M3V,2002AJ....123.2002H,-1.98,9.95,-2.084,"L-A,L-B",,HIP 80824,1,1,0,0,0,2,-5.089,BoroSaikia18,1.5,Reiners12,0.36,M3V,HIP 80824,0,Wolf_1061,Mdwarf,3389,51,2019A&A...625A..68S,,5.00,0.07,2019A&A...625A..68S,0.00,0.16,2019A&A...625A..68S,0.263,0,0.00,1,2,0,3,2,WANT(M),HIP 80824,Wolf_1061,0,HIP 80824,0.31418473,247.57524,-12.662594
6.751,HIP 53767,Ross_104,10.03,1.525,0.017,148.1283,0.0569,GaiaDR2,10.88,M dwarf,M2.5V,1994AJ....108.1437H,-1.85,9.03,-1.717,L-A,,HIP 53767,1,0,0,0,0,1,-4.947,BoroSaikia18,1.1,Houdebine17,0.40,M2.5V,HIP 53767,0,Ross_104,Mdwarf,3499,51,2019A&A...625A..68S,,4.94,0.07,2019A&A...625A..68S,-0.11,0.16,2019A&A...625A..68S,0.377,0,0.00,1,2,0,3,1,WANT(M),HIP 53767,Ross_104,0,HIP 53767,0.3548655,165.01775,22.832962
6.474,HIP 80459,G_202-48,10.13,1.591,0.027,154.471,0.0273,GaiaDR2,11.07,M dwarf,M1.5V,2002AJ....123.2002H,-1.58,9.49,-1.902,L-A,,HIP 80459,1,0,0,0,0,1,-5.239,BoroSaikia18,<2.0,Reiners18,0.47,M1.5V,HIP 80459,0,G_202-48,Mdwarf,3525,51,2019A&A...625A..68S,,4.97,0.07,2019A&A...625A..68S,-0.26,0.16,2019A&A...625A..68S,0.300,0,0.00,2,1,0,3,1,WANT(M),HIP 80459,G_202-48,0,HIP 80459,0.37160611,246.3526,54.304104
3.375,HIP 57548,Ross_128,11.12,1.746,0.020,296.3073,0.0699,GaiaDR2,13.48,M dwarf,M4V,2002AJ....123.2002H,-2.54,10.94,-2.479,L-A,,HIP 57548,1,0,0,0,0,1,-5.282,BoroSaikia18,2.2,Houdebine17,0.22,M4V,HIP 57548,0,Ross_128,Mdwarf,3264,51,2019A&A...625A..68S,,5.09,0.07,2019A&A...625A..68S,-0.04,0.16,2019A&A...625A..68S,0.180,0,0.00,1,2,0,3,1,WANT(M),HIP 57548,Ross_128,0,HIP 57548,0.22143439,176.93498,0.8045628
